user_id,website,answers,insights,market,obm,opd,ors_private,ors_public,PIOS,MMOS
1164,yes,yes,yes,yes,,,,,yes,yes
1167,yes,yes,yes,yes,,,,,yes,yes
1169,yes,yes,yes,yes,,,,,,
1170,yes,yes,yes,yes,,,,,yes,yes
1173,yes,yes,yes,yes,,,,,yes,yes
1174,yes,yes,,,,yes,,,yes,yes
1176,yes,yes,yes,yes,,,,,yes,yes
1177,,yes,yes,yes,,,,,,
1178,yes,yes,yes,yes,,,,,yes,yes
1179,,yes,yes,yes,,,,,,
1181,,yes,yes,yes,,,,,,
1185,yes,yes,yes,yes,,,,,yes,yes
1186,yes,yes,yes,yes,,,yes,yes,,
1187,yes,yes,yes,yes,,,,,yes,yes
1188,yes,yes,yes,yes,,,,,yes,yes
1190,yes,yes,,yes,,,,,yes,yes
1192,,yes,yes,yes,,,,,,
1195,yes,yes,yes,yes,yes,,,,yes,yes
1197,yes,,,,,,,,yes,yes
1198,yes,,,,,,,,,
1199,yes,yes,yes,yes,yes,yes,,,yes,yes
1201,yes,yes,,,yes,yes,yes,yes,yes,yes
1203,yes,yes,yes,yes,yes,,yes,,yes,yes
1204,yes,,,,yes,,,,,
1205,yes,yes,yes,yes,yes,,yes,yes,,
1206,yes,yes,yes,yes,yes,,yes,,yes,yes
1207,yes,,,,yes,,,,,
1208,yes,yes,yes,yes,,,,,yes,yes
1209,yes,yes,yes,yes,,,,,yes,yes
1210,yes,yes,yes,yes,yes,yes,,,yes,yes
1212,yes,yes,yes,yes,,,,,,
1213,yes,yes,yes,yes,,,,,,
1214,yes,,yes,,yes,,yes,,yes,yes
1215,yes,yes,yes,yes,,,,,yes,yes
1218,yes,yes,yes,yes,yes,,,,,
1220,,yes,,yes,,,,,,
1221,yes,,,,yes,yes,yes,yes,,
1223,yes,yes,yes,yes,yes,yes,,,yes,yes
1224,,yes,,yes,,,,,,
1225,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1226,yes,,,,yes,,,,,
1227,yes,yes,yes,yes,,,,,,
1228,yes,,,,yes,,,,,
1229,yes,,,,,,,,,
1230,yes,,,yes,,,,,yes,yes
1231,yes,,,,yes,,,,,
1232,yes,,,,yes,,,,,
1236,,yes,yes,yes,,,,,,
1238,,yes,yes,yes,,,,,,
1240,,yes,yes,yes,,,,,,
1241,,yes,yes,yes,,,,,,
1243,,yes,yes,yes,,,,,,
1244,yes,,,,yes,,,,,
1246,,,yes,yes,,,,,,
1247,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1249,,yes,yes,yes,,,,,,
1250,,yes,yes,yes,,,,,,
1252,yes,yes,yes,yes,,,,,yes,yes
1258,yes,,,,,,,,yes,yes
1260,yes,yes,yes,yes,,,,,,
1261,,yes,yes,yes,,,,,,
1262,,yes,yes,yes,,,,,,
1265,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1267,yes,yes,yes,yes,yes,,yes,,yes,yes
1268,yes,yes,yes,yes,yes,,yes,yes,,
1269,yes,,,,,,,,yes,yes
1270,yes,yes,yes,yes,yes,,,,yes,yes
1272,,yes,yes,yes,,,,,,
1274,yes,yes,yes,yes,,,,,,
1275,yes,yes,yes,yes,,,,,,
1276,yes,yes,yes,yes,,,,,yes,yes
1278,,yes,yes,yes,,,,,,
1281,yes,yes,,yes,,,,,,
1282,yes,yes,yes,yes,,,,,yes,yes
1283,yes,yes,yes,yes,yes,,,,yes,yes
1284,yes,yes,yes,yes,yes,,yes,,yes,yes
1285,yes,yes,yes,yes,yes,,yes,,yes,yes
1286,yes,yes,yes,yes,,,,,,
1287,,yes,yes,yes,,,,,,
1289,yes,yes,,yes,,,,,,
1290,yes,yes,yes,yes,,,,,yes,yes
1296,yes,yes,yes,yes,,,,,yes,yes
1297,yes,,,,yes,,yes,,yes,yes
1300,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1303,,yes,yes,yes,,,,,,
1306,,yes,yes,yes,,,,,,
1307,yes,,,,,,yes,yes,yes,yes
1310,yes,yes,yes,yes,,,,,,
1312,yes,,,,,,,,yes,yes
1314,yes,,,,,,,,,
1316,yes,,,,,,,,yes,yes
1317,yes,yes,yes,yes,,,,,,
1318,,yes,yes,yes,,,,,,
1319,yes,yes,yes,yes,,,,,,
1323,yes,yes,yes,yes,,yes,,,yes,yes
1325,yes,,,,yes,yes,yes,yes,yes,yes
1330,yes,,,,,,,,yes,yes
1331,,yes,yes,yes,,,,,,
1335,yes,yes,yes,yes,,,,,yes,yes
1337,yes,yes,yes,yes,,,,,yes,yes
1338,yes,yes,yes,yes,yes,,,,yes,yes
1341,yes,yes,yes,yes,yes,yes,yes,,yes,yes
1342,yes,yes,yes,yes,,,,,yes,yes
1346,yes,,,,,,,,yes,yes
1348,,yes,yes,yes,,,,,,
1355,,yes,yes,yes,,,,,,
1357,,yes,yes,yes,,,,,,
1365,yes,yes,yes,yes,,,,,yes,yes
1366,yes,,yes,yes,,,,,yes,yes
1369,yes,yes,yes,yes,,,,,yes,yes
1373,yes,yes,yes,yes,,,,,yes,yes
1375,yes,yes,yes,yes,yes,yes,,,yes,yes
1376,yes,,,,yes,,,,,
1377,yes,yes,yes,yes,,,,,yes,yes
1379,yes,yes,yes,yes,,,,,yes,yes
1382,,yes,yes,yes,,,,,,
1384,,yes,yes,yes,,,,,,
1385,,yes,yes,yes,,,,,,
1386,,yes,yes,yes,,,,,,
1387,yes,,,,,,,,yes,yes
1388,yes,,,,yes,,,,,
1396,yes,yes,yes,yes,,,,,yes,yes
1399,,yes,yes,yes,,,,,,
1400,,yes,yes,yes,,,,,,
1402,yes,yes,yes,yes,,,,,yes,yes
1403,yes,,,,,,,,,
1404,yes,yes,yes,yes,,yes,,,yes,yes
1408,,yes,yes,yes,,,,,,
1409,,yes,yes,yes,,,,,,
1412,,yes,yes,yes,,,,,,
1414,yes,,,yes,yes,yes,yes,yes,yes,yes
1416,,yes,yes,yes,,,,,,
1418,yes,yes,yes,yes,,,,,,
1419,yes,,,yes,yes,,,,yes,yes
1421,,yes,,yes,,,,,,
1423,,yes,yes,yes,,,,,,
1428,yes,yes,yes,yes,,,,,yes,yes
1429,yes,yes,yes,yes,,,,,,
1434,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1435,,yes,yes,yes,,,,,,
1438,,yes,yes,yes,,,,,,
1440,yes,yes,yes,yes,yes,,yes,yes,,
1441,yes,yes,yes,yes,yes,yes,,,yes,yes
1442,yes,,,,yes,,,,yes,yes
1443,,yes,yes,yes,,,,,,
1444,,yes,yes,yes,,,,,,
1445,yes,yes,yes,yes,yes,,yes,,yes,yes
1446,,yes,yes,yes,,,,,,
1447,yes,yes,yes,yes,,,,,yes,yes
1448,yes,yes,yes,yes,,,,,yes,yes
1450,yes,yes,yes,yes,,,,,yes,yes
1451,yes,yes,yes,yes,yes,yes,,yes,yes,yes
1452,yes,yes,,yes,yes,yes,yes,yes,,
1453,yes,yes,yes,yes,,,,yes,yes,yes
1456,,yes,yes,yes,,,,,,
1457,yes,yes,yes,yes,,,,,yes,yes
1458,,yes,yes,yes,,,,,,
1460,,yes,yes,yes,,,,,,
1461,yes,,,,yes,,,,,
1462,yes,yes,yes,yes,yes,yes,,yes,yes,yes
1463,yes,yes,yes,yes,,,,yes,yes,yes
1464,yes,yes,yes,yes,,,yes,,,
1465,yes,yes,yes,yes,,,,,yes,yes
1467,yes,yes,yes,yes,,,,,,
1469,,yes,yes,yes,,,,,,
1471,yes,yes,yes,yes,yes,yes,,,yes,yes
1472,yes,,,,yes,,,,,
1473,yes,yes,yes,yes,,,,,yes,yes
1476,yes,,,,yes,,,,,
1479,,yes,yes,yes,,,,,,
1482,yes,,,,yes,,,,,
1485,yes,yes,yes,yes,,,,yes,yes,yes
1486,yes,yes,yes,yes,,,,,yes,yes
1488,yes,,,,yes,,,,yes,yes
1489,yes,yes,yes,yes,,,,,yes,yes
1490,yes,,,,,,,,,
1491,yes,yes,yes,yes,,,,,yes,yes
1492,yes,yes,yes,yes,,,,,,
1493,yes,,,,yes,,yes,yes,,
1495,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1496,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1497,yes,yes,yes,yes,yes,,,,yes,yes
1498,,yes,yes,yes,,,,,,
1499,yes,yes,yes,yes,,,,,yes,yes
1500,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1501,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1503,,yes,yes,yes,,,,,,
1504,,yes,yes,yes,,,,,,
1506,,yes,yes,yes,,,,,,
1508,yes,yes,yes,yes,,,,,yes,yes
1509,yes,yes,,yes,,,,,yes,yes
1512,yes,yes,yes,yes,,,,,yes,yes
1516,,yes,yes,yes,,,,,,
1517,yes,yes,yes,yes,,,,,yes,yes
1520,yes,yes,yes,yes,,,,,,
1522,yes,,,,,,,,yes,yes
1524,,yes,,yes,,,,,,
1526,yes,yes,yes,yes,,,,yes,yes,
1530,yes,yes,yes,yes,,,,,yes,yes
1532,yes,yes,yes,yes,,,,,yes,yes
1536,,yes,yes,yes,,,,,,
1538,,yes,yes,yes,,,,,,
1539,,yes,yes,yes,,,,,,
1540,yes,yes,yes,yes,,,,,,
1541,yes,yes,yes,yes,,,,,yes,yes
1542,,yes,yes,yes,,,,,,
1543,yes,yes,yes,yes,,,,,yes,yes
1544,yes,yes,yes,yes,,,,,yes,yes
1550,yes,yes,yes,yes,,,,,yes,yes
1551,yes,yes,yes,yes,,,,,yes,yes
1552,yes,yes,yes,yes,,,,,,
1557,yes,,yes,,yes,,,,,
1559,yes,,,,,,,,,
1567,yes,,,,,,,,yes,yes
1568,,yes,yes,yes,,,,,,
1570,,yes,yes,yes,,,,,,
1571,,yes,yes,yes,,,,,,
1573,yes,yes,,,,,,,yes,yes
1574,yes,,,,,,,,,
1576,yes,yes,yes,yes,,,,,yes,yes
1578,yes,yes,yes,yes,yes,,yes,,yes,yes
1579,,yes,yes,yes,,,,,,
1580,,yes,yes,yes,,,,,,
1581,yes,yes,yes,yes,,,,,yes,yes
1582,yes,,,,,,,,yes,yes
1583,yes,,,,,,,,yes,yes
1584,yes,yes,yes,yes,,,,,,
1587,yes,yes,yes,yes,,,,,,
1588,,yes,yes,yes,,,,,,
1591,yes,yes,yes,yes,,,,,,
1592,yes,,,,,,,,,
1593,yes,yes,yes,yes,,,,,,
1594,yes,yes,yes,yes,,,,,yes,yes
1596,,yes,yes,yes,,,,,,
1597,yes,,,,,,,,yes,yes
1600,yes,yes,yes,yes,,,,,yes,yes
1601,yes,yes,yes,yes,,,,,yes,yes
1603,,yes,yes,yes,,,,,,
1605,yes,yes,yes,yes,,,,,,
1606,yes,yes,yes,yes,,,,,,
1608,yes,yes,yes,yes,,,,,,
1610,yes,,,,yes,,,,,
1611,yes,,,yes,,,,,,
1612,,yes,yes,yes,,,,,,
1613,,,yes,,,,,,,
1614,yes,yes,yes,yes,,,,,yes,yes
1615,yes,yes,yes,yes,yes,,yes,,,
1616,yes,,,,yes,,,,,
1620,,yes,yes,yes,,,,,,
1621,yes,yes,yes,yes,,,,,yes,yes
1624,,yes,yes,yes,,,,,,
1626,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1627,,yes,,yes,,,,,,
1632,yes,,,,,,,,,
1633,yes,yes,yes,yes,,,,,yes,yes
1636,yes,yes,yes,yes,,,,,yes,yes
1638,yes,yes,yes,yes,,,,,yes,yes
1640,,yes,yes,yes,,,,,,
1641,yes,yes,yes,yes,,,,,,
1642,yes,yes,yes,yes,,,,,,
1644,yes,,,,,,,,,
1645,,yes,yes,yes,,,,,,
1649,yes,yes,yes,yes,,yes,,,yes,yes
1652,yes,yes,yes,yes,,,,yes,yes,yes
1653,yes,,,,yes,,,,,
1655,yes,yes,yes,yes,yes,,,,yes,yes
1657,yes,yes,yes,yes,yes,,yes,,yes,yes
1659,yes,yes,yes,yes,,,,,yes,yes
1660,yes,yes,yes,yes,,,,,yes,yes
1661,yes,yes,yes,yes,,,,,yes,yes
1663,yes,yes,yes,yes,,,,,yes,yes
1664,yes,yes,yes,yes,,,,,,
1665,yes,,,,yes,,,,,
1666,yes,yes,yes,yes,yes,yes,yes,,yes,yes
1668,yes,yes,yes,yes,,,,,,
1670,,yes,yes,yes,,,,,,
1673,yes,yes,yes,yes,,,,,,
1676,,yes,yes,yes,,,,,,
1680,yes,yes,yes,yes,,,,,,
1681,,yes,yes,yes,,,,,,
1683,,yes,yes,yes,,,,,,
1685,,yes,yes,yes,,,,,,
1687,,yes,yes,yes,,,,,,
1688,yes,yes,yes,yes,,,,,,
1690,yes,yes,yes,yes,,,,,yes,yes
1691,yes,yes,yes,yes,,,,,yes,yes
1693,yes,yes,yes,yes,,,,,,
1695,yes,,,,,,,,,
1696,,yes,yes,yes,,,,,,
1699,,yes,yes,yes,,,,,,
1702,yes,yes,yes,yes,yes,,yes,,yes,yes
1703,,yes,yes,yes,,,,,,
1704,yes,yes,yes,yes,,,,,,
1705,,yes,yes,yes,,,,,,
1710,yes,yes,yes,yes,,,,,yes,yes
1712,yes,yes,yes,yes,,,,,yes,yes
1714,yes,yes,yes,yes,,,,,,
1716,,yes,yes,yes,,,,,,
1721,,yes,yes,yes,,,,,,
1722,yes,,,,,yes,,,yes,yes
1725,yes,,,,,,,,yes,yes
1726,,yes,yes,yes,,,,,,
1727,,yes,yes,yes,,,,,,
1728,yes,yes,yes,yes,,,,,yes,yes
1729,yes,yes,yes,yes,,,,,yes,yes
1730,yes,,,,,,,,yes,yes
1731,yes,yes,yes,yes,,,,,yes,yes
1735,yes,yes,yes,yes,yes,,,,yes,yes
1736,,yes,yes,yes,,,,,,
1737,,yes,yes,yes,,,,,,
1738,yes,yes,yes,yes,,,,,,
1739,yes,yes,yes,yes,yes,,,,yes,yes
1740,yes,,yes,yes,yes,,yes,,yes,yes
1742,yes,yes,yes,yes,,,,,yes,yes
1743,yes,yes,yes,yes,,,,,,
1744,yes,yes,yes,yes,,,,,yes,yes
1746,yes,yes,yes,yes,,,,,yes,yes
1747,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1751,yes,,,,,,,,yes,yes
1753,yes,yes,yes,yes,yes,,yes,,yes,yes
1754,,yes,,,,,,,,
1756,yes,,,,yes,,,,,
1757,yes,yes,yes,yes,,,,,yes,yes
1758,,yes,yes,yes,,,,,,
1759,yes,yes,yes,yes,yes,yes,,,yes,yes
1760,yes,yes,yes,yes,,,,,yes,yes
1761,,yes,yes,yes,,,,,,
1763,yes,yes,yes,yes,yes,,yes,yes,,
1764,yes,,,,yes,yes,,,yes,yes
1767,yes,,,yes,yes,,,,yes,yes
1768,yes,,yes,yes,,,,,,
1770,yes,yes,yes,yes,,,,,,
1774,yes,yes,yes,yes,yes,yes,,,yes,yes
1777,yes,yes,yes,yes,,,,,yes,yes
1779,yes,,,,yes,,yes,yes,yes,yes
1780,yes,,,,yes,,yes,yes,yes,yes
1781,yes,yes,yes,yes,,,,,,
1782,,,,yes,,,,,,
1783,yes,,,,yes,,,,,
1784,,yes,,yes,,,,,,
1785,yes,yes,yes,yes,,,,,yes,yes
1790,yes,yes,yes,yes,yes,yes,,,yes,yes
1791,yes,yes,yes,yes,yes,,,yes,yes,yes
1792,yes,yes,yes,yes,,,,,yes,yes
1793,yes,yes,yes,yes,,,,,,
1794,yes,,,,,,,,,
1796,,yes,yes,yes,,,,,,
1798,yes,yes,yes,yes,,,yes,yes,yes,yes
1799,yes,,,,,,,,yes,yes
1802,yes,,,,,,,,yes,yes
1803,yes,yes,yes,yes,,,,,yes,yes
1805,yes,yes,,yes,,,,,,
1806,yes,yes,yes,yes,,,,,yes,yes
1807,yes,yes,yes,yes,yes,,,,,
1810,yes,yes,,yes,,,,,yes,yes
1812,yes,yes,yes,yes,yes,yes,,,yes,yes
1815,yes,,yes,yes,yes,,yes,,yes,yes
1817,,yes,yes,yes,,,,,,
1818,yes,yes,yes,yes,yes,yes,yes,,yes,yes
1820,yes,yes,yes,yes,,,,,,
1823,yes,yes,yes,yes,,yes,,,yes,yes
1828,,yes,yes,yes,,,,,,
1829,yes,yes,yes,yes,,,,,yes,yes
1831,yes,yes,yes,yes,yes,yes,,,yes,yes
1833,,yes,yes,yes,,,,,,
1835,yes,,,,yes,yes,,,yes,yes
1837,,yes,yes,yes,,,,,,
1838,yes,yes,yes,yes,yes,yes,,,yes,yes
1839,yes,yes,yes,yes,,yes,,,yes,yes
1841,yes,,,,,,,,yes,yes
1843,yes,yes,yes,yes,yes,,,,,
1844,yes,yes,yes,yes,yes,,,,,
1845,yes,,,,yes,,,,,
1847,,yes,yes,yes,,,,,,
1849,yes,yes,yes,yes,,yes,,,yes,yes
1851,yes,yes,yes,yes,yes,,,,yes,yes
1853,yes,yes,yes,yes,,,,,yes,yes
1854,yes,yes,yes,yes,,yes,,,yes,yes
1861,yes,yes,yes,yes,,,,,,
1863,,yes,yes,yes,,,,,,
1864,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1867,yes,yes,yes,yes,yes,yes,,,yes,yes
1868,yes,yes,yes,yes,,,,,yes,yes
1869,yes,yes,yes,yes,,,,,yes,yes
1872,yes,yes,yes,yes,,,,,,
1875,yes,yes,yes,yes,,,,,yes,yes
1876,yes,yes,yes,yes,,,,,yes,yes
1877,yes,,,,yes,,,,,
1878,,yes,,yes,,,,,,
1879,,yes,yes,yes,,,,,,
1880,yes,yes,yes,yes,yes,,,,yes,yes
1881,yes,yes,yes,yes,,,,,yes,yes
1882,yes,yes,yes,yes,yes,,,,,
1884,yes,yes,yes,yes,,,,,yes,yes
1886,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1887,yes,yes,,yes,,,,,yes,yes
1888,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1890,yes,yes,yes,yes,,,,,yes,yes
1893,yes,,,,,,,,,
1895,yes,yes,yes,yes,yes,,yes,yes,,
1900,yes,,yes,yes,,,,,yes,yes
1901,,yes,yes,yes,,,,,,
1902,yes,yes,yes,yes,,,,,yes,yes
1904,yes,yes,yes,yes,yes,yes,yes,,yes,yes
1909,yes,yes,yes,yes,,,,,,
1910,yes,yes,yes,yes,,,,,,
1913,,yes,yes,yes,,,,,,
1914,yes,yes,,yes,,,,,,
1915,yes,yes,yes,yes,,,,,yes,yes
1917,yes,yes,yes,yes,yes,,yes,,,
1918,yes,yes,yes,yes,yes,,,,yes,yes
1920,yes,yes,yes,yes,,,,,,
1921,yes,yes,yes,yes,,,,,,
1922,,yes,yes,yes,,,,,,
1923,yes,yes,yes,yes,,,,,yes,yes
1924,yes,,,,,,,,,
1925,yes,yes,yes,yes,,yes,,,yes,yes
1926,yes,yes,yes,yes,,,,,,
1927,yes,yes,yes,yes,,,,,yes,yes
1928,yes,,,,yes,,,,,
1929,,yes,yes,yes,,,,,,
1930,yes,yes,yes,yes,,yes,yes,yes,,
1931,yes,yes,yes,yes,,,,,,
1932,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1937,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1939,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1942,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1945,yes,yes,yes,yes,,,,,,
1947,yes,yes,yes,yes,,,,,yes,yes
1948,yes,yes,,yes,yes,yes,,,yes,yes
1950,yes,yes,yes,yes,yes,,,yes,yes,yes
1952,yes,yes,yes,yes,yes,,yes,yes,yes,yes
1955,yes,yes,yes,yes,,,,,yes,yes
1958,,yes,yes,yes,,,,,,
1960,,yes,yes,yes,,,,,,
1963,yes,yes,yes,yes,yes,,,,yes,yes
1965,yes,,,,,,,,yes,yes
1966,yes,yes,yes,yes,,,,,yes,yes
1968,yes,yes,yes,yes,yes,,yes,yes,,
1969,yes,,yes,yes,,,,,yes,yes
1973,,yes,,yes,,,,,,
1974,yes,yes,yes,yes,,,,,,
1976,yes,yes,yes,yes,,,,,yes,yes
1978,yes,yes,yes,yes,,,,,yes,yes
1981,yes,yes,yes,yes,,,yes,yes,,
1982,yes,yes,yes,yes,,,,,yes,yes
1983,yes,,,,,,,,yes,yes
1984,yes,yes,yes,yes,,,,,yes,yes
1986,yes,,,yes,,,,,,
1988,yes,yes,yes,yes,,,,,yes,yes
1991,yes,yes,yes,yes,,,,,yes,yes
1995,yes,yes,yes,yes,,,,,yes,yes
1996,yes,,,,,,,,yes,yes
1998,,yes,yes,yes,,,,,,
1999,yes,yes,yes,yes,,,,,yes,yes
2000,yes,,,,,,,,,
2002,,,,,,,,,yes,yes
2003,,yes,yes,yes,,,,,,
2005,yes,yes,yes,yes,,,,,yes,yes
2008,,yes,yes,yes,,,,,,
2009,yes,yes,yes,yes,,yes,,,yes,yes
2011,,yes,yes,yes,,,,,,
2012,,yes,yes,yes,,,,,,
2013,yes,yes,yes,yes,,,,,yes,yes
2015,yes,yes,yes,yes,,,,,yes,yes
2017,yes,,,,,,,,,
2019,yes,yes,yes,yes,,,,yes,yes,yes
2020,yes,,,,yes,,,,,
2021,yes,yes,yes,yes,,,,,yes,yes
2022,yes,yes,yes,yes,yes,yes,,,yes,yes
2024,,yes,yes,yes,,,,,,
2026,yes,yes,yes,yes,,,,,,
2027,,yes,yes,yes,,,,,,
2028,yes,yes,yes,yes,,,,,yes,yes
2029,,yes,yes,yes,,,,,,
2030,,yes,yes,yes,,,,,,
2032,yes,yes,yes,yes,,,,,,
2033,,yes,yes,yes,,,,,,
2037,yes,yes,yes,yes,,,,,yes,yes
2039,yes,yes,yes,yes,,,,,,
2041,yes,yes,yes,yes,yes,,yes,yes,yes,yes
2043,yes,yes,yes,yes,,,,,yes,yes
2044,yes,yes,yes,yes,yes,yes,,,yes,yes
2045,yes,yes,yes,yes,,,,,yes,yes
2049,,yes,yes,yes,,,,,,
2053,yes,yes,yes,yes,,yes,,,yes,yes
2054,yes,yes,yes,yes,yes,yes,yes,,yes,yes
2056,yes,yes,yes,yes,,,,,,
2059,yes,,,,,,,,yes,yes
2060,yes,yes,yes,yes,,,,,yes,yes
2062,yes,yes,yes,yes,,,,,,
2064,,yes,yes,yes,,,,,,
2071,,yes,yes,yes,,,,,,
2073,yes,yes,,yes,,,,,,
2076,,yes,yes,yes,,,,,,
2079,,yes,yes,yes,,,,,,
2081,yes,,,,,,,,yes,yes
2083,,yes,yes,yes,,,,,,
2084,yes,,,yes,,,,,,
2086,,yes,yes,yes,,,,,,
2088,yes,yes,yes,yes,,,,,yes,yes
2089,,yes,yes,yes,,,,,,
2091,,yes,,yes,,,,,,
2092,yes,yes,yes,yes,yes,,yes,yes,yes,yes
2094,yes,yes,yes,yes,yes,,,,yes,yes
2095,yes,yes,yes,yes,,,,,,
2097,,yes,yes,yes,,,,,,
2098,,yes,yes,yes,,,,,,
2104,yes,,,,,,,,yes,yes
2107,yes,,yes,yes,,yes,,,yes,yes
2109,yes,,,,yes,,yes,yes,yes,yes
2110,yes,yes,yes,yes,,,,,yes,yes
2111,yes,yes,yes,yes,,,,,yes,yes
2112,yes,,,,yes,,,,,
2113,yes,yes,yes,yes,,,,,yes,yes
2114,yes,yes,yes,yes,yes,,yes,,yes,yes
2115,yes,yes,yes,yes,yes,,yes,yes,,
2116,yes,,,,,,,,yes,yes
2118,yes,yes,yes,yes,,,,,yes,yes
2119,yes,yes,yes,yes,,,,,yes,yes
2121,yes,,yes,,,,,,,
2124,yes,yes,yes,yes,,,,,yes,yes
2125,yes,yes,yes,yes,yes,,yes,yes,yes,yes
2127,yes,yes,yes,yes,yes,yes,,,yes,yes
2128,yes,yes,yes,yes,yes,,yes,yes,,yes
2129,yes,yes,yes,yes,,,,,,
2131,,yes,yes,yes,,,,,,
2132,,yes,yes,yes,,,,,,
2134,yes,yes,yes,yes,,yes,,,yes,yes
2135,,yes,yes,yes,,,,,,
2137,yes,yes,yes,yes,,,,,yes,yes
2138,,yes,,yes,,,,,,
2139,yes,,,,yes,yes,yes,yes,yes,yes
2144,,yes,yes,yes,,,,,,
2145,yes,,,,yes,,,,,
2148,yes,yes,yes,yes,,,,,yes,yes
2150,,yes,yes,yes,,,,,,
2151,yes,yes,yes,yes,,,,,yes,yes
2152,yes,yes,yes,yes,,,,,,
2154,yes,yes,yes,yes,,,,,yes,yes
2155,yes,yes,yes,yes,,,,,yes,yes
2156,yes,,,,,,,,yes,yes
2158,,yes,yes,yes,,,,,,
2159,yes,yes,yes,yes,,,,,,
2160,yes,,,,yes,,,,yes,yes
2162,,yes,yes,yes,,,,,,
2164,yes,yes,yes,yes,yes,,yes,yes,,
2165,,yes,yes,yes,,,,,,
2166,,yes,yes,yes,,,,,,
2170,yes,yes,yes,yes,,,,,yes,yes
2174,yes,yes,yes,yes,,,,,yes,yes
2175,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
2176,yes,yes,yes,yes,yes,,yes,,yes,yes
2180,,yes,yes,yes,,,,,,
2181,yes,yes,yes,yes,,,,,yes,yes
2182,yes,,,,yes,,,,,
2183,yes,yes,yes,yes,,,,,yes,yes
2184,yes,yes,yes,yes,yes,yes,yes,,yes,yes
2185,yes,,,,yes,,yes,yes,yes,yes
2187,yes,yes,yes,yes,yes,,yes,,,yes
2188,yes,yes,yes,yes,yes,,yes,yes,yes,yes
2190,yes,yes,yes,yes,yes,,,,yes,yes
2191,yes,yes,yes,yes,,,,,yes,yes
2195,,yes,yes,yes,,,,,,
2196,,yes,yes,yes,,,,,,
2203,,yes,yes,yes,,,,,,
2204,yes,,,,,,,,yes,yes
2205,yes,yes,yes,yes,,,,,yes,yes
2207,,yes,yes,yes,,,,,,
2208,yes,,,,,yes,,,yes,yes
2211,,yes,yes,yes,,,,,,
2212,yes,yes,yes,yes,,yes,,,yes,yes
2213,,yes,yes,yes,,,,,,
2217,,yes,yes,yes,,,,,,
2219,yes,yes,yes,yes,,,,,yes,yes
2220,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
2221,yes,yes,yes,yes,,yes,,,yes,yes
2223,yes,,,,,,,,yes,yes
2225,yes,,,,,,,,yes,yes
2226,,yes,yes,yes,,,,,,
2227,yes,yes,yes,yes,,yes,,,yes,yes
2228,yes,yes,yes,yes,,,,,,
2233,yes,yes,yes,yes,yes,,,,yes,yes
2234,,yes,yes,yes,,,,,,
2235,yes,,,,,,,,yes,yes
2236,,yes,yes,yes,,,,,,
2239,yes,yes,yes,yes,yes,,yes,,yes,yes
2240,yes,yes,yes,yes,,,,,yes,yes
2244,,yes,yes,yes,,,,,,
2245,,yes,yes,yes,,,,,,
2246,,yes,yes,yes,,,,,,
2248,,yes,yes,yes,,,,,,
2253,yes,yes,yes,yes,,,,,,
2254,yes,yes,yes,yes,,,,,yes,yes
2263,yes,yes,yes,yes,,,,,yes,yes
2265,yes,,,,yes,,,,,
2266,yes,yes,yes,yes,,,,,,
2268,,yes,yes,yes,,,,,,
2269,yes,yes,yes,yes,,,,,,
2270,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
2275,yes,yes,yes,yes,,,,,,
2278,yes,yes,yes,yes,,,,,yes,yes
2279,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
2280,yes,yes,yes,yes,,,,,yes,yes
2281,,yes,yes,yes,,,,,,
2282,,yes,yes,yes,,,,,,
2283,yes,,,,yes,yes,,,yes,yes
2285,,yes,yes,yes,,,,,,
2286,yes,yes,yes,yes,,,,,,
2289,yes,yes,yes,yes,,,,,yes,yes
2290,yes,yes,yes,yes,,,,,yes,yes
2291,,yes,yes,yes,,,,,,
2292,yes,,,,yes,,yes,yes,yes,yes
2294,yes,yes,yes,yes,,,,,yes,yes
2298,,yes,yes,yes,,,,,,
2300,yes,yes,yes,yes,yes,,yes,yes,yes,yes
2301,,yes,yes,yes,,,,,,
2302,,yes,yes,yes,,,,,,
2303,yes,yes,yes,yes,,,,,,
